"Code","Year","Deaths...Conflict.and.terrorism...Sex..Both...Age..All.Ages..Number.","Deaths...Conflict.and.terrorism...Sex..Both...Age..All.Ages..Rate.","Entity"
"CIV",1995,44.0000007055776,0.299453073061205,"Cote d'Ivoire"
"CIV",1996,5.00000000000091,0.0329220164578419,"Cote d'Ivoire"
"CIV",1997,16.0000001106434,0.102041775892509,"Cote d'Ivoire"
"CIV",1998,13.0000000125568,0.0804149723855639,"Cote d'Ivoire"
"CIV",1999,51.0000004126258,0.306439478853954,"Cote d'Ivoire"
"CIV",2000,111.000000704161,0.648641538808094,"Cote d'Ivoire"
"CIV",2001,32.0000004429517,0.182052551297162,"Cote d'Ivoire"
"CIV",2002,1323.00020412939,7.33512251967307,"Cote d'Ivoire"
"CIV",2003,1050.99982320775,5.68393320783273,"Cote d'Ivoire"
"CIV",2004,515.000083424844,2.71904590698646,"Cote d'Ivoire"
"CIV",2005,154.000012762505,0.794378316556867,"Cote d'Ivoire"
"CIV",2006,46.0000002095319,0.231973032699942,"Cote d'Ivoire"
"CIV",2007,4.00000000000009,0.0197299570002388,"Cote d'Ivoire"
"CIV",2008,14.0000000308824,0.0675677504764343,"Cote d'Ivoire"
"CIV",2009,2.00000000021521,0.00944754034060468,"Cote d'Ivoire"
"CIV",2010,49.0000001547605,0.226625821252284,"Cote d'Ivoire"
"CIV",2011,1071.99988784355,4.85593655087906,"Cote d'Ivoire"
"CIV",2012,27.9999999775897,0.124245678556812,"Cote d'Ivoire"
"CIV",2013,21.999999958074,0.0956393716224326,"Cote d'Ivoire"
"CIV",2014,28.9999996963185,0.123521145311308,"Cote d'Ivoire"
"CIV",2015,15.0000000232596,0.0625978065453097,"Cote d'Ivoire"
"CIV",2016,17.0000000133814,0.0695078715196121,"Cote d'Ivoire"
"CIV",2017,24.0000001124062,0.0961335138012843,"Cote d'Ivoire"
"CMR",1995,4.99999998808701,0.0404438208997817,"Cameroon"
"CMR",1996,56.0000000006324,0.436441704128266,"Cameroon"
"CMR",1997,5.99999998875706,0.0450326462912219,"Cameroon"
"CMR",1998,1.00000000000011,0.00722449429436451,"Cameroon"
"CMR",1999,0.999999999856456,0.00695003952288845,"Cameroon"
"CMR",2000,18.0000001986766,0.120273683787367,"Cameroon"
"CMR",2001,0,0,"Cameroon"
"CMR",2002,0,0,"Cameroon"
"CMR",2003,0,0,"Cameroon"
"CMR",2004,18.9999999583002,0.10786636476553,"Cameroon"
"CMR",2005,48.0000004300953,0.261613057974501,"Cameroon"
"CMR",2006,30.9999997519986,0.162333778770692,"Cameroon"
"CMR",2007,66.0000000452996,0.332349976151856,"Cameroon"
"CMR",2008,128.999997500394,0.625233737029192,"Cameroon"
"CMR",2009,18.9999999345032,0.0887258426219224,"Cameroon"
"CMR",2010,5.99999999838063,0.0270248059794331,"Cameroon"
"CMR",2011,17.0000000706582,0.0739293212815784,"Cameroon"
"CMR",2012,17.9999999807605,0.0756503997586409,"Cameroon"
"CMR",2013,14.0000000503495,0.0569229008055715,"Cameroon"
"CMR",2014,1124.00001402795,4.42630178381957,"Cameroon"
"CMR",2015,1582.99988782059,6.04450482106921,"Cameroon"
"CMR",2016,702.999960399927,2.60563096679151,"Cameroon"
"CMR",2017,446.000025319509,1.60606492256253,"Cameroon"
"COD",1995,94.9999997360168,0.217096400726294,"Democratic Republic of Congo"
"COD",1996,34473.0167186513,76.7148398344339,"Democratic Republic of Congo"
"COD",1997,39485.7043999669,85.596924218044,"Democratic Republic of Congo"
"COD",1998,10028.9967147298,21.1690310702953,"Democratic Republic of Congo"
"COD",1999,9008.99714465291,18.5064582632394,"Democratic Republic of Congo"
"COD",2000,2786.99949305705,5.56999220032939,"Democratic Republic of Congo"
"COD",2001,2162.00047919776,4.20261408012129,"Democratic Republic of Congo"
"COD",2002,6351.00151668953,12.0051631712607,"Democratic Republic of Congo"
"COD",2003,3744.99979657025,6.88252514740766,"Democratic Republic of Congo"
"COD",2004,898.000033256994,1.60396682462435,"Democratic Republic of Congo"
"COD",2005,569.999998964992,0.989159736843083,"Democratic Republic of Congo"
"COD",2006,458.99999573651,0.77372965450036,"Democratic Republic of Congo"
"COD",2007,963.999997729457,1.57840038654235,"Democratic Republic of Congo"
"COD",2008,3679.99867891005,5.85292253018976,"Democratic Republic of Congo"
"COD",2009,9032.99940133747,13.9573787724972,"Democratic Republic of Congo"
"COD",2010,1757.00009127478,2.63778859482543,"Democratic Republic of Congo"
"COD",2011,639.999990539058,0.933692381916797,"Democratic Republic of Congo"
"COD",2012,2195.99981880485,3.11413834864458,"Democratic Republic of Congo"
"COD",2013,2893.99986210969,3.99047913755572,"Democratic Republic of Congo"
"COD",2014,1937.99992357494,2.59914163808612,"Democratic Republic of Congo"
"COD",2015,1150.00004145348,1.50054825559086,"Democratic Republic of Congo"
"COD",2016,1244.00005447674,1.57977052499543,"Democratic Republic of Congo"
"COD",2017,2790.99944594544,3.45059134567472,"Democratic Republic of Congo"
"COG",1995,1.99999999999913,0.0716228779911606,"Congo"
"COG",1996,1.00000000431923,0.0348699628206112,"Congo"
"COG",1997,10414.2330105112,354.275404393966,"Congo"
"COG",1998,3784.0011254931,125.662527268185,"Congo"
"COG",1999,984.998799687614,31.8778355294195,"Congo"
"COG",2000,500.00000978687,15.7570212207702,"Congo"
"COG",2001,3.00000000000034,0.0920168453469859,"Congo"
"COG",2002,234.999995000462,7.01263890660731,"Congo"
"COG",2003,43.9999996938637,1.27709640956433,"Congo"
"COG",2004,8.99999996655602,0.254016301989728,"Congo"
"COG",2005,15.0000002412587,0.411586312200272,"Congo"
"COG",2006,0,0,"Congo"
"COG",2007,1.99999998811076,0.0518703973501592,"Congo"
"COG",2008,0.999999999999544,0.0252241607042952,"Congo"
"COG",2009,100.000007486319,2.45427913278722,"Congo"
"COG",2010,0,0,"Congo"
"COG",2011,1.00000000000022,0.0232810660206246,"Congo"
"COG",2012,2,0.0454130749307435,"Congo"
"COG",2013,41.9999989124921,0.931187939182997,"Congo"
"COG",2014,10.999999988387,0.238401488127827,"Congo"
"COG",2015,0,0,"Congo"
"COG",2016,60.999999987997,1.26680107212557,"Congo"
"COG",2017,24.9999994941418,0.508846553984152,"Congo"
"COM",1995,0,0,"Comoros"
"COM",1996,0,0,"Comoros"
"COM",1997,56.000030274108,10.6793387444195,"Comoros"
"COM",1998,0,0,"Comoros"
"COM",1999,0,0,"Comoros"
"COM",2000,0,0,"Comoros"
"COM",2001,0,0,"Comoros"
"COM",2002,0,0,"Comoros"
"COM",2003,0,0,"Comoros"
"COM",2004,0,0,"Comoros"
"COM",2005,0,0,"Comoros"
"COM",2006,0,0,"Comoros"
"COM",2007,0,0,"Comoros"
"COM",2008,0,0,"Comoros"
"COM",2009,0,0,"Comoros"
"COM",2010,0,0,"Comoros"
"COM",2011,0,0,"Comoros"
"COM",2012,0,0,"Comoros"
"COM",2013,0,0,"Comoros"
"COM",2014,0,0,"Comoros"
"COM",2015,0,0,"Comoros"
"COM",2016,0,0,"Comoros"
"COM",2017,0,0,"Comoros"
"DZA",1995,3424.99923798634,11.9126417920069,"Algeria"
"DZA",1996,1620.00016353344,5.51927718125341,"Algeria"
"DZA",1997,4904.99967043799,16.3878214290459,"Algeria"
"DZA",1998,4430.00081097024,14.5336721956342,"Algeria"
"DZA",1999,1518.99995026281,4.89945576667115,"Algeria"
"DZA",2000,2534.00020690459,8.04228249700509,"Algeria"
"DZA",2001,1330.0000050154,4.15626731531124,"Algeria"
"DZA",2002,1613.00022939005,4.96675338714124,"Algeria"
"DZA",2003,931.999942620266,2.82965759041808,"Algeria"
"DZA",2004,576.999990301402,1.72816886565686,"Algeria"
"DZA",2005,323.999994543467,0.957493982341021,"Algeria"
"DZA",2006,405.999993415028,1.18371739992968,"Algeria"
"DZA",2007,699.000023653378,2.010253769183,"Algeria"
"DZA",2008,505.000012513156,1.43229929071075,"Algeria"
"DZA",2009,637.000006862949,1.78106411142124,"Algeria"
"DZA",2010,318.000001762077,0.876194972282628,"Algeria"
"DZA",2011,341.000002244596,0.925585348336529,"Algeria"
"DZA",2012,289.000001259009,0.772447265007459,"Algeria"
"DZA",2013,216.000000610315,0.568291602129247,"Algeria"
"DZA",2014,113.999998957598,0.295183517309391,"Algeria"
"DZA",2015,114.000000028944,0.29052222952434,"Algeria"
"DZA",2016,92.0000000430381,0.230825657494254,"Algeria"
"DZA",2017,134.999996272896,0.333632372934399,"Algeria"
"EGY",1995,361.00000995247,0.59765772057974,"Egypt"
"EGY",1996,245.999997849185,0.399533097137907,"Egypt"
"EGY",1997,235.999999808903,0.375751676978473,"Egypt"
"EGY",1998,31.0000000061758,0.048353417591715,"Egypt"
"EGY",1999,5.99999999938466,0.00916325341999175,"Egypt"
"EGY",2000,1.99999999999999,0.00298964687777573,"Egypt"
"EGY",2001,3.99999999884376,0.00585170274612466,"Egypt"
"EGY",2002,23.0000001137065,0.0329271460571641,"Egypt"
"EGY",2003,0,0,"Egypt"
"EGY",2004,61.9999998585599,0.0849883635260322,"Egypt"
"EGY",2005,129.000000087136,0.173023436922947,"Egypt"
"EGY",2006,23.9999999422755,0.0314990852018328,"Egypt"
"EGY",2007,0,0,"Egypt"
"EGY",2008,15.999999999735,0.020105685726577,"Egypt"
"EGY",2009,10.9999999997543,0.0135256697496261,"Egypt"
"EGY",2010,45.0000000296723,0.054147285809296,"Egypt"
"EGY",2011,118.000001852769,0.138946593405631,"Egypt"
"EGY",2012,116.00000033933,0.133611321309501,"Egypt"
"EGY",2013,384.000007708675,0.432381830661293,"Egypt"
"EGY",2014,262.999999596065,0.289484566660011,"Egypt"
"EGY",2015,223.999996999895,0.241266736061672,"Egypt"
"EGY",2016,366.99999908067,0.387465192897912,"Egypt"
"EGY",2017,1188.99983346435,1.23232838812595,"Egypt"
"ERI",1995,0,0,"Eritrea"
"ERI",1996,19.9999998312149,0.61680917976594,"Eritrea"
"ERI",1997,30.9999970121417,0.931747962385703,"Eritrea"
"ERI",1998,113.000037275802,3.31787971553228,"Eritrea"
"ERI",1999,24082.5572477937,703.340397429789,"Eritrea"
"ERI",2000,1812.000060669,51.7719951485035,"Eritrea"
"ERI",2001,0.538822232240385,0.0146521088667744,"Eritrea"
"ERI",2002,1.53882223477917,0.0383999992050669,"Eritrea"
"ERI",2003,81.999996728813,1.89963146399076,"Eritrea"
"ERI",2004,57.0776471764273,1.29024365666027,"Eritrea"
"ERI",2005,161.269389087415,3.54955814121419,"Eritrea"
"ERI",2006,2.05388221474235,0.0441827694988862,"Eritrea"
"ERI",2007,11.0000001357016,0.229580919173989,"Eritrea"
"ERI",2008,224.388220583364,4.53821736571101,"Eritrea"
"ERI",2009,8.32329335248252,0.164122233681138,"Eritrea"
"ERI",2010,86.9999898590144,1.67591745304605,"Eritrea"
"ERI",2011,25.9999995840399,0.491825947928018,"Eritrea"
"ERI",2012,0,0,"Eritrea"
"ERI",2013,80.0000090429898,1.46424808375444,"Eritrea"
"ERI",2014,10.0000000444352,0.180559008861273,"Eritrea"
"ERI",2015,9.9999998084319,0.177909997211905,"Eritrea"
"ERI",2016,25.0000005565539,0.436708785383711,"Eritrea"
"ERI",2017,0,0,"Eritrea"
"ETH",1995,47.9999999211812,0.0793166691629568,"Ethiopia"
"ETH",1996,185.000042248151,0.297392981606348,"Ethiopia"
"ETH",1997,33.975451380212,0.0532221166408408,"Ethiopia"
"ETH",1998,4043.40229911636,6.18169135839466,"Ethiopia"
